"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko00710"	"Carbon fixation in photosynthetic organisms"	"25/804"	"55/3833"	3.60994589409564e-05	0.00110595615119112	0.00098453069838972	"CP5g5070/CP1g682/CP3g2761/CP9g7739/CP14g9476/CP3g2830/CP3g2773/CP5g4996/CP2g2103/CP12g8782/CP5g4944/CP13g9206/CP8g6211/CP4g3599/CP6g5607/CP1g1189/CP4g3617/CP13g9017/CP10g8494/CP10g8482/CP1g646/CP14g9675/CP4g3959/CP4g3611/CP1g237"	25
"ko00196"	"Photosynthesis - antenna proteins"	"12/804"	"19/3833"	7.79238865875791e-05	0.00218836248166785	0.00194809716468948	"CP14g9681/CP4g3650/CP1g1405/CP9g7232/CP12g8969/CP5g4977/CP5g4731/CP1g1331/CP1g1404/CP5g4976/CP10g8481/CP4g3649"	12
"ko00620"	"Pyruvate metabolism"	"32/804"	"82/3833"	0.000124762545611218	0.0032342290669985	0.00287913566795119	"CP2g2275/CP3g3075/CP2g1874/CP6g6080/CP14g9537/CP14g9476/CP3g2830/CP3g2773/CP1g693/CP9g7627/CP3g3448/CP10g8398/CP11g8059/CP6g5886/CP14g9695/CP8g6211/CP10g8560/CP3g3167/CP4g4439/CP3g2759/CP3g2924/CP3g3298/CP10g8482/CP15g9803/CP14g9675/CP4g3959/CP15g9965/CP4g4413/CP13g9099/CP9g7414/CP1g1205/CP14g9609"	32
"ko00020"	"Citrate cycle (TCA cycle)"	"21/804"	"47/3833"	0.000205162753503565	0.00493856056647867	0.00439634471793354	"CP2g2275/CP14g9537/CP16g10119/CP14g9476/CP2g1798/CP3g2830/CP2g2291/CP9g7627/CP1g81/CP1g1530/CP7g6988/CP8g6223/CP3g3070/CP1g1299/CP10g8482/CP13g9226/CP14g9675/CP14g9383/CP13g9308/CP15g9965/CP5g5149"	21
"ko00071"	"Fatty acid degradation"	"16/804"	"32/3833"	0.000241188056625419	0.00541869167218441	0.00482376113250838	"CP2g2099/CP2g2223/CP2g2098/CP3g3274/CP4g4167/CP5g4861/CP8g6513/CP3g3167/CP3g2881/CP3g2759/CP3g3299/CP10g8399/CP1g838/CP13g9099/CP1g1205/CP14g9609"	16
"ko04723"	"Retrograde endocannabinoid signaling"	"20/804"	"45/3833"	0.000316488424899891	0.00666603744945396	0.00593415796687296	"CP2g1876/CP4g4392/CP1g819/CP1g698/CP6g6064/CP7g6993/CP14g9590/CP5g4722/CP14g9429/CP5g4572/CP6g5851/CP1g442/CP5g4620/CP2g1838/CP8g6247/CP8g6196/CP13g9014/CP14g9384/CP8g6363/CP3g3561"	20
"ko00010"	"Glycolysis / Gluconeogenesis"	"34/804"	"95/3833"	0.000535371486235541	0.0106129524036104	0.00944773211003896	"CP2g2275/CP3g3075/CP2g1874/CP5g5070/CP1g879/CP14g9537/CP12g8974/CP9g7739/CP5g5012/CP3g2830/CP5g4996/CP2g2103/CP1g693/CP9g7627/CP10g8398/CP5g4944/CP14g9695/CP8g6211/CP4g4298/CP3g2759/CP13g9017/CP10g8494/CP3g2995/CP1g646/CP4g3959/CP11g7771/CP1g742/CP4g4413/CP13g9099/CP9g7414/CP1g1205/CP14g9609/CP4g3611/CP1g237"	34
"ko00280"	"Valine, leucine and isoleucine degradation"	"15/804"	"32/3833"	0.000901952291294419	0.0159596703596583	0.0142074216851558	"CP2g2099/CP12g8764/CP2g2098/CP9g7627/CP3g3167/CP5g5038/CP1g92/CP3g3299/CP5g4622/CP1g511/CP12g8701/CP1g1107/CP13g9099/CP1g1205/CP14g9609"	15
"ko04217"	"Necroptosis"	"14/804"	"29/3833"	0.000928169413962648	0.0159596703596583	0.0142074216851558	"CP1g1140/CP7g6795/CP13g9122/CP5g5214/CP3g3143/CP7g6693/CP3g2584/CP5g5005/CP2g2085/CP4g3712/CP11g8039/CP3g3106/CP4g3828/CP6g5912"	14
"ko05022"	NA	"56/804"	"182/3833"	0.00094716144567705	0.0159596703596583	0.0142074216851558	"CP1g1318/CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP3g3067/CP6g6064/CP3g2885/CP10g8501/CP1g719/CP7g6993/CP7g7212/CP1g207/CP7g6795/CP14g9590/CP5g4722/CP5g4887/CP1g1296/CP14g9429/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP2g1838/CP2g1798/CP4g3785/CP3g3108/CP2g2282/CP6g5547/CP8g6247/CP4g3864/CP2g2291/CP4g4192/CP1g271/CP10g8435/CP10g8367/CP1g1530/CP8g6196/CP7g6694/CP3g3101/CP13g9014/CP4g4118/CP14g9384/CP2g1837/CP14g9653/CP1g1299/CP4g4129/CP8g6363/CP14g9339/CP2g2386/CP6g5912"	56
"ko05016"	NA	"49/804"	"157/3833"	0.0013889840889775	0.0222898875231151	0.0198426298425357	"CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP6g6064/CP7g6993/CP1g207/CP7g6795/CP1g1273/CP14g9590/CP5g4722/CP5g4887/CP1g1296/CP6g5767/CP14g9429/CP1g627/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP2g1838/CP2g1798/CP2g2282/CP4g4097/CP8g6247/CP4g3864/CP2g2291/CP5g5123/CP1g1297/CP1g271/CP10g8435/CP1g1530/CP8g6196/CP7g6694/CP1g1057/CP13g9014/CP14g9384/CP2g1837/CP14g9653/CP1g1299/CP4g4129/CP8g6363/CP2g2386/CP6g5912"	49
"ko00030"	"Pentose phosphate pathway"	"17/804"	"40/3833"	0.00162951130554927	0.0249611504531865	0.0222206087120355	"CP1g879/CP1g682/CP9g7739/CP14g9591/CP1g1086/CP13g9066/CP15g9721/CP2g2103/CP5g4944/CP3g3184/CP4g4298/CP1g1189/CP1g1403/CP10g8494/CP3g2995/CP1g742/CP4g3611"	17
"ko00625"	"Chloroalkane and chloroalkene degradation"	"5/804"	"6/3833"	0.00199283770256268	0.0291994045984184	0.0259935352508176	"CP3g2759/CP6g5806/CP13g9099/CP1g1205/CP14g9609"	5
"ko00500"	"Starch and sucrose metabolism"	"24/804"	"65/3833"	0.00212193939578043	0.0297955656824169	0.0265242424472554	"CP4g4159/CP1g869/CP2g1561/CP1g619/CP3g3143/CP1g1104/CP15g9930/CP3g3415/CP4g3594/CP6g6060/CP3g2966/CP11g8068/CP2g1952/CP7g6953/CP4g4298/CP3g3264/CP1g1455/CP11g7789/CP1g549/CP2g2572/CP4g3828/CP5g4893/CP6g5578/CP4g3695"	24
"ko00640"	"Propanoate metabolism"	"15/804"	"35/3833"	0.00274761296909597	0.0370378228234137	0.0329713556291517	"CP2g2099/CP6g6080/CP2g2098/CP3g3274/CP4g4167/CP5g4861/CP9g7627/CP3g3448/CP11g8059/CP10g8560/CP3g3167/CP10g8399/CP13g9226/CP13g9308/CP4g4413"	15
"ko00250"	"Alanine, aspartate and glutamate metabolism"	"17/804"	"42/3833"	0.0030584520541566	0.039642243932722	0.0352898313941146	"CP11g8223/CP3g2761/CP7g6693/CP4g3662/CP14g9617/CP13g9206/CP1g159/CP1g981/CP1g53/CP2g1992/CP1g103/CP4g3617/CP3g3106/CP3g2762/CP4g4051/CP3g2757/CP3g3412"	17
"ko01040"	"Biosynthesis of unsaturated fatty acids"	"11/804"	"23/3833"	0.00361049205621567	0.0450642897386919	0.0401165784023963	"CP3g3031/CP6g5487/CP6g5488/CP3g3274/CP4g4167/CP5g4861/CP16g10091/CP3g3299/CP10g8399/CP8g6187/CP8g6188"	11
"ko05014"	NA	"55/804"	"190/3833"	0.00473707450340585	0.0570140752731347	0.0507543696793484	"CP1g1318/CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP6g6064/CP7g6993/CP1g207/CP14g9590/CP14g9549/CP8g6609/CP3g3219/CP5g4722/CP5g4887/CP1g1296/CP14g9429/CP2g2366/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP5g4809/CP2g1838/CP2g1798/CP4g3785/CP3g3108/CP2g2282/CP6g5547/CP8g6247/CP4g3864/CP2g2291/CP4g4192/CP1g271/CP10g8435/CP1g1530/CP8g6196/CP7g6694/CP3g3101/CP13g9014/CP4g4118/CP14g9384/CP2g1837/CP6g5705/CP9g7581/CP14g9653/CP1g1299/CP4g4129/CP8g6363/CP14g9339/CP2g2386"	55
"ko05134"	NA	"11/804"	"24/3833"	0.00542401974030106	0.0630308500855675	0.0561105490375972	"CP6g5813/CP9g7462/CP6g5812/CP11g7887/CP3g3018/CP4g4192/CP3g3101/CP9g7626/CP1g1040/CP9g7576/CP2g1784"	11
"ko04212"	"Longevity regulating pathway - worm"	"17/804"	"45/3833"	0.00702063668672741	0.0788651521142379	0.0702063668672742	"CP3g3031/CP2g2371/CP4g4323/CP12g8789/CP11g7887/CP12g8987/CP1g627/CP4g3785/CP6g5547/CP14g9534/CP8g6394/CP8g6374/CP1g1297/CP5g4696/CP1g1040/CP9g7351/CP10g8325"	17
"ko04145"	"Phagosome"	"14/804"	"35/3833"	0.00788213293499594	0.0856864128739881	0.0762787058225414	"CP3g3354/CP1g207/CP12g8813/CP4g3864/CP5g5064/CP1g309/CP2g1756/CP2g2033/CP6g5754/CP3g3317/CP11g8066/CP6g5986/CP1g1068/CP4g4355"	14
"ko04612"	"Antigen processing and presentation"	"10/804"	"22/3833"	0.0085291223372774	0.0898223196144526	0.0799605219119757	"CP3g3354/CP9g7626/CP2g2033/CP2g2085/CP4g4118/CP1g1102/CP1g1491/CP9g7576/CP2g1784/CP4g4355"	10
"ko00903"	"Limonene and pinene degradation"	"3/804"	"3/3833"	0.0092017301007325	0.0912053836454957	0.0811917361829339	"CP13g9099/CP1g1205/CP14g9609"	3
"ko00981"	"Insect hormone biosynthesis"	"3/804"	"3/3833"	0.0092017301007325	0.0912053836454957	0.0811917361829339	"CP13g9099/CP1g1205/CP14g9609"	3
"ko00650"	"Butanoate metabolism"	"10/804"	"23/3833"	0.0123126840919402	0.118553558256682	0.10553729221663	"CP2g2099/CP2g2098/CP2g2303/CP11g8059/CP3g3167/CP5g5038/CP1g511/CP8g6372/CP6g5610/CP3g3412"	10
"ko05417"	NA	"19/804"	"55/3833"	0.0132591259618318	0.124120151364926	0.110492716348599	"CP1g1318/CP2g2196/CP1g8/CP7g7212/CP11g7887/CP1g627/CP3g3108/CP4g4498/CP1g1297/CP10g8367/CP9g7626/CP2g2085/CP4g4118/CP1g1040/CP1g1102/CP3g2916/CP9g7576/CP14g9339/CP2g1784"	19
"ko02026"	"Biofilm formation - Escherichia coli"	"6/804"	"11/3833"	0.0146284230665552	0.133237258741327	0.118608835674772	"CP1g869/CP3g3143/CP3g2966/CP11g8068/CP4g3828/CP5g4893"	6
"ko00330"	"Arginine and proline metabolism"	"16/804"	"45/3833"	0.0166180460920809	0.147375829816613	0.131195100726955	"CP2g1757/CP4g3678/CP3g3091/CP11g8223/CP6g5569/CP2g2333/CP14g9617/CP13g9206/CP1g103/CP4g3617/CP11g8167/CP2g2201/CP14g9503/CP13g9099/CP1g1205/CP14g9609"	16
"ko00720"	"Carbon fixation pathways in prokaryotes"	"10/804"	"24/3833"	0.0172331586288254	0.148912165587542	0.132562758683272	"CP6g6080/CP3g3448/CP1g81/CP8g6211/CP10g8560/CP3g3167/CP14g9383/CP4g3959/CP15g9965/CP4g4413"	10
"ko00630"	"Glyoxylate and dicarboxylate metabolism"	"18/804"	"53/3833"	0.0188463470555664	0.158780473943147	0.141347602916748	"CP3g3282/CP7g6693/CP3g3555/CP14g9476/CP5g4876/CP6g5547/CP9g7627/CP3g3167/CP8g6223/CP3g2924/CP3g3106/CP3g2762/CP10g8482/CP15g9803/CP14g9675/CP14g9383/CP4g4413/CP5g5149"	18
"ko00541"	"O-Antigen nucleotide sugar biosynthesis"	"4/804"	"6/3833"	0.0200559399607884	0.164850043092334	0.146750780200891	"CP5g5391/CP2g1904/CP15g9918/CP11g7789"	4
"ko00380"	"Tryptophan metabolism"	"11/804"	"28/3833"	0.0205675702886745	0.165030266363888	0.146911216347675	"CP2g2099/CP2g2098/CP16g10119/CP6g5547/CP9g7627/CP10g8587/CP3g3167/CP3g3070/CP13g9099/CP1g1205/CP14g9609"	11
"ko04213"	"Longevity regulating pathway - multiple species"	"14/804"	"39/3833"	0.0223069863505298	0.174824520933222	0.155630137329278	"CP3g2767/CP13g8998/CP2g1806/CP1g627/CP11g7917/CP5g4955/CP6g5547/CP1g1297/CP9g7626/CP4g4361/CP9g7576/CP4g3654/CP4g3655/CP2g1784"	14
"ko03320"	"PPAR signaling pathway"	"12/804"	"32/3833"	0.0234362381090113	0.179500278244018	0.15979253256144	"CP3g3031/CP2g2223/CP3g3274/CP4g4167/CP5g4861/CP2g2390/CP3g2881/CP3g3299/CP10g8399/CP1g511/CP1g838/CP5g4707"	12
"ko04712"	"Circadian rhythm - plant"	"8/804"	"19/3833"	0.0301231803053699	0.222517626679971	0.198086908023713	"CP1g771/CP4g3664/CP10g8501/CP8g6250/CP1g584/CP12g8917/CP6g5440/CP6g5840"	8
"ko00072"	"Synthesis and degradation of ketone bodies"	"3/804"	"4/3833"	0.0310336155903817	0.222517626679971	0.198086908023713	"CP3g3167/CP5g5038/CP1g511"	3
"ko04940"	NA	"3/804"	"4/3833"	0.0310336155903817	0.222517626679971	0.198086908023713	"CP11g7887/CP1g1040/CP3g3412"	3
"ko04922"	"Glucagon signaling pathway"	"20/804"	"64/3833"	0.0341813279756178	0.239981406828817	0.213633299847611	"CP3g2767/CP3g3075/CP10g8411/CP13g8998/CP2g1874/CP1g879/CP3g3143/CP14g9537/CP2g1806/CP2g1801/CP11g7917/CP5g4955/CP3g3108/CP2g2103/CP1g693/CP10g8398/CP5g4944/CP10g8367/CP4g3828/CP14g9339"	20
"ko00220"	"Arginine biosynthesis"	"12/804"	"34/3833"	0.0378296827821854	0.260175573420336	0.231610302748074	"CP3g2874/CP3g3175/CP3g2761/CP7g6693/CP13g9206/CP1g557/CP1g103/CP4g3617/CP3g3106/CP4g4051/CP14g9669/CP5g4594"	12
"ko04975"	"Fat digestion and absorption"	"4/804"	"7/3833"	0.0391055037742712	0.263571095438588	0.234633022645627	"CP1g309/CP3g3167/CP4g3617/CP3g3560"	4
"ko04711"	"Circadian rhythm - fly"	"2/804"	"2/3833"	0.0439548977754442	0.29044706961421	0.258558222208495	"CP3g3067/CP7g7212"	2
"ko04920"	"Adipocytokine signaling pathway"	"9/804"	"24/3833"	0.0470902267620756	0.305180892669605	0.271674385165821	"CP3g2767/CP2g2223/CP13g8998/CP2g1806/CP11g7917/CP7g7126/CP5g4955/CP3g2881/CP1g838"	9
"ko04146"	"Peroxisome"	"24/804"	"83/3833"	0.0522483992271829	0.332220953576616	0.295745656002922	"CP1g960/CP6g5788/CP12g8964/CP2g2223/CP4g4049/CP9g7228/CP1g627/CP4g3726/CP3g3274/CP4g4167/CP5g4861/CP6g5547/CP1g81/CP8g6436/CP1g1297/CP3g2881/CP3g3299/CP10g8399/CP8g6582/CP3g2762/CP1g838/CP1g1398/CP6g5806/CP11g8167"	24
"ko00053"	"Ascorbate and aldarate metabolism"	"11/804"	"32/3833"	0.0549766591915815	0.343095076806722	0.305425884397675	"CP5g5391/CP1g160/CP5g5228/CP9g7231/CP1g665/CP14g9695/CP5g5124/CP13g9099/CP9g7414/CP1g1205/CP14g9609"	11
"ko00680"	"Methane metabolism"	"13/804"	"40/3833"	0.0593891070554122	0.362130083813373	0.322370994492617	"CP1g879/CP12g8974/CP9g7739/CP5g5012/CP2g2103/CP5g4944/CP3g2759/CP5g5383/CP10g8494/CP3g2762/CP1g1390/CP4g4413/CP4g3611"	13
"ko05410"	NA	"5/804"	"11/3833"	0.0601759189719552	0.362130083813373	0.322370994492617	"CP3g2767/CP13g8998/CP2g1806/CP11g7917/CP5g4955"	5
"ko05418"	NA	"18/804"	"60/3833"	0.0623307303191681	0.368516773992275	0.328056475364043	"CP2g2371/CP3g2653/CP1g8/CP4g4323/CP6g6147/CP4g3673/CP11g7917/CP4g4525/CP8g6374/CP10g8367/CP3g3066/CP2g2033/CP2g2085/CP10g8361/CP15g9963/CP12g8691/CP3g2643/CP7g6895"	18
"ko04973"	"Carbohydrate digestion and absorption"	"4/804"	"8/3833"	0.0654716734486827	0.374488287215933	0.333372362506766	"CP15g9930/CP2g1952/CP3g3264/CP4g3695"	4
"ko04662"	"B cell receptor signaling pathway"	"3/804"	"5/3833"	0.0655632312929973	0.374488287215933	0.333372362506766	"CP7g7212/CP3g3108/CP14g9339"	3
"ko05110"	NA	"8/804"	"22/3833"	0.0708443555670727	0.397909130435058	0.354221777835364	"CP12g8813/CP5g5064/CP4g4498/CP2g1756/CP6g5754/CP3g3317/CP11g8066/CP6g5986"	8
"ko00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"9/804"	"26/3833"	0.0758425752087866	0.412241094280018	0.366980202623161	"CP7g7133/CP4g4157/CP6g5903/CP10g8474/CP4g3957/CP13g9206/CP1g103/CP4g3617/CP1g958"	9
"ko02020"	"Two-component system"	"9/804"	"26/3833"	0.0758425752087866	0.412241094280018	0.366980202623161	"CP15g9727/CP3g3554/CP7g6693/CP3g3239/CP3g3167/CP7g6953/CP9g7689/CP1g1455/CP3g3106"	9
"ko00410"	"beta-Alanine metabolism"	"11/804"	"34/3833"	0.0816262045415647	0.436635411595354	0.388696212102689	"CP2g2099/CP2g2098/CP3g3274/CP4g4167/CP5g4861/CP2g1655/CP10g8399/CP13g9099/CP3g3412/CP1g1205/CP14g9609"	11
"ko00040"	"Pentose and glucuronate interconversions"	"7/804"	"19/3833"	0.0833377079011662	0.43865418464575	0.390493339447255	"CP5g5391/CP15g9727/CP1g682/CP14g9695/CP11g7789/CP11g7823/CP9g7414"	7
"ko04260"	"Cardiac muscle contraction"	"5/804"	"12/3833"	0.0859085346783962	0.43865418464575	0.390493339447255	"CP3g3239/CP1g271/CP7g6694/CP14g9653/CP2g2386"	5
"ko04390"	"Hippo signaling pathway"	"5/804"	"12/3833"	0.0859085346783962	0.43865418464575	0.390493339447255	"CP4g4075/CP3g3067/CP7g7212/CP9g7683/CP3g3434"	5
"ko04066"	"HIF-1 signaling pathway"	"13/804"	"43/3833"	0.0982442978702511	0.482712724826096	0.42971459183332	"CP3g2793/CP5g5070/CP1g879/CP11g7938/CP14g9537/CP12g8974/CP9g7739/CP5g4996/CP10g8494/CP1g646/CP10g8325/CP4g3611/CP1g237"	13
"ko00930"	"Caprolactam degradation"	"4/804"	"9/3833"	0.0988343561216636	0.482712724826096	0.42971459183332	"CP2g2099/CP2g2098/CP14g9695/CP9g7414"	4
"ko04979"	"Cholesterol metabolism"	"4/804"	"9/3833"	0.0988343561216636	0.482712724826096	0.42971459183332	"CP7g6795/CP3g3464/CP3g2744/CP1g309"	4
