"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko05014"	NA	"73/927"	"190/3833"	5.27579341895851e-06	0.000165468066321881	0.000154992208576102	"CP1g1318/CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP6g6064/CP7g6993/CP1g207/CP14g9590/CP7g6797/CP2g2387/CP14g9549/CP5g4974/CP3g3219/CP5g4722/CP1g475/CP5g4887/CP1g970/CP1g1296/CP14g9429/CP2g2366/CP10g8506/CP7g6835/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP11g8124/CP3g3239/CP5g4620/CP5g4809/CP2g1838/CP2g1798/CP5g5305/CP14g9558/CP4g3785/CP2g2282/CP6g5547/CP8g6247/CP4g3864/CP2g2291/CP4g4192/CP1g271/CP10g8435/CP16g10111/CP12g8699/CP1g1530/CP7g7196/CP6g5613/CP7g6694/CP3g3101/CP1g668/CP3g2945/CP5g4961/CP2g1837/CP6g5705/CP13g9236/CP5g5311/CP9g7581/CP7g7139/CP2g2016/CP7g7049/CP4g4129/CP2g2507/CP8g6363/CP5g5147/CP4g4302/CP4g4065/CP6g6138/CP3g3472/CP2g1989"	73
"ko03050"	"Proteasome"	"24/927"	"44/3833"	1.30560635817115e-05	0.000375361827974204	0.000351597501718019	"CP3g3428/CP2g2387/CP5g4974/CP5g4887/CP1g970/CP7g6835/CP11g8124/CP5g5305/CP2g2282/CP16g10111/CP7g7196/CP6g5613/CP1g668/CP5g4961/CP2g1837/CP5g5311/CP7g7139/CP2g2016/CP7g7049/CP4g4129/CP2g2507/CP5g5147/CP4g4065/CP6g6138"	24
"ko05415"	NA	"43/927"	"105/3833"	8.77405352035774e-05	0.00232849881886417	0.0021810805107286	"CP2g1876/CP4g4392/CP1g819/CP1g698/CP3g2962/CP6g6064/CP7g6993/CP7g7212/CP5g4661/CP7g6795/CP14g9590/CP5g4722/CP12g8877/CP1g1296/CP14g9537/CP14g9429/CP9g7683/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP3g3239/CP5g4620/CP2g1838/CP2g1798/CP5g4996/CP8g6247/CP2g2291/CP1g271/CP4g4524/CP2g2247/CP1g1530/CP1g259/CP7g6694/CP5g4733/CP1g624/CP8g6363/CP6g5912/CP11g7883/CP3g2798/CP3g2797/CP3g2816"	43
"ko00620"	"Pyruvate metabolism"	"35/927"	"82/3833"	0.000149691894732629	0.0036888359773398	0.00345529411149754	"CP2g2275/CP3g3075/CP2g1874/CP3g2758/CP12g8877/CP6g6080/CP14g9537/CP14g9476/CP3g2830/CP3g2773/CP3g2605/CP9g7627/CP3g3448/CP10g8398/CP11g8059/CP6g5886/CP4g4524/CP11g7949/CP4g4439/CP3g2759/CP3g2924/CP3g3298/CP15g9771/CP3g3382/CP10g8482/CP3g2748/CP7g6699/CP4g3774/CP4g3959/CP7g6698/CP4g4413/CP13g9099/CP9g7414/CP1g1205/CP16g10063"	35
"ko05017"	NA	"34/927"	"80/3833"	0.000205269956504893	0.00472120899961255	0.00442230713312297	"CP1g955/CP7g6795/CP7g6797/CP2g2387/CP5g4974/CP5g4887/CP1g970/CP7g6835/CP2g2361/CP11g8124/CP5g5305/CP2g2282/CP5g5123/CP11g7885/CP10g8435/CP16g10111/CP7g7196/CP6g5613/CP1g668/CP3g2945/CP5g4961/CP2g1837/CP11g8135/CP5g5311/CP7g7139/CP2g2016/CP7g7049/CP4g4129/CP2g2507/CP5g5147/CP4g4065/CP6g6138/CP6g5912/CP12g8771"	34
"ko04212"	"Longevity regulating pathway - worm"	"22/927"	"45/3833"	0.00025662619679554	0.00553350236840382	0.00518317384317307	"CP3g3031/CP2g2371/CP4g4323/CP12g8789/CP6g5829/CP11g7887/CP12g8987/CP1g627/CP16g10088/CP4g3785/CP6g5547/CP8g6394/CP1g1297/CP5g4696/CP3g2945/CP1g1040/CP9g7351/CP10g8498/CP11g7755/CP3g3472/CP2g2243/CP1g1515"	22
"ko05134"	NA	"14/927"	"24/3833"	0.000346397226587318	0.00702982606897793	0.00658476461686109	"CP6g5813/CP9g7462/CP6g5812/CP7g6797/CP11g7887/CP3g3018/CP4g4192/CP1g800/CP3g3101/CP9g7626/CP1g1040/CP10g8498/CP9g7576/CP2g1784"	14
"ko04391"	"Hippo signaling pathway - fly"	"6/927"	"7/3833"	0.00109817254724226	0.0210483071554766	0.0197157293569224	"CP4g4075/CP3g3067/CP1g446/CP3g3434/CP3g3506/CP9g7625"	6
"ko04217"	"Necroptosis"	"15/927"	"29/3833"	0.0011902760186059	0.0216129066536335	0.0202445838067597	"CP1g1140/CP7g6795/CP13g9122/CP3g3143/CP7g6693/CP3g2584/CP4g3943/CP5g5005/CP1g373/CP2g2085/CP4g3712/CP11g8039/CP3g3106/CP1g963/CP6g5912"	15
"ko00630"	"Glyoxylate and dicarboxylate metabolism"	"23/927"	"53/3833"	0.00153639864406874	0.0261645229104455	0.024508035189952	"CP3g2758/CP14g9606/CP3g3282/CP7g6693/CP3g3555/CP14g9476/CP3g2747/CP2g2023/CP5g4876/CP6g5547/CP9g7627/CP3g2924/CP12g8783/CP3g3106/CP3g3382/CP10g8508/CP3g2762/CP1g1152/CP1g963/CP10g8482/CP1g782/CP4g4413/CP3g3472"	23
"ko00196"	"Photosynthesis - antenna proteins"	"11/927"	"19/3833"	0.00166846233052116	0.0261645229104455	0.024508035189952	"CP14g9681/CP1g1405/CP9g7232/CP12g8969/CP5g4977/CP10g8481/CP4g3649/CP14g9683/CP14g9682/CP14g9684/CP14g9685"	11
"ko04712"	"Circadian rhythm - plant"	"11/927"	"19/3833"	0.00166846233052116	0.0261645229104455	0.024508035189952	"CP1g771/CP10g8501/CP8g6250/CP3g3135/CP1g584/CP12g8917/CP6g5440/CP1g1440/CP10g8618/CP3g2705/CP5g4907"	11
"ko04390"	"Hippo signaling pathway"	"8/927"	"12/3833"	0.00217726594377779	0.0313050200671418	0.029323085158238	"CP4g4075/CP3g3067/CP7g7212/CP1g446/CP9g7683/CP3g3434/CP3g3506/CP9g7625"	8
"ko04714"	"Thermogenesis"	"42/927"	"116/3833"	0.00217774052640986	0.0313050200671418	0.029323085158238	"CP2g1876/CP3g2767/CP4g4392/CP1g819/CP1g698/CP3g2962/CP6g6064/CP7g6993/CP10g8411/CP14g9590/CP1g295/CP6g5773/CP5g4722/CP11g7938/CP4g4150/CP1g1296/CP2g1806/CP14g9429/CP10g8506/CP6g5851/CP8g6286/CP2g1801/CP1g1197/CP13g9299/CP1g442/CP3g3239/CP5g4620/CP2g1838/CP2g1798/CP5g4955/CP8g6247/CP2g2291/CP8g6459/CP1g271/CP1g1530/CP7g6694/CP15g9862/CP3g2881/CP15g9860/CP8g6363/CP10g8650/CP8g6367"	42
"ko00710"	"Carbon fixation in photosynthetic organisms"	"23/927"	"55/3833"	0.00277052617912491	0.0372211329774715	0.0348646462977384	"CP3g2758/CP5g5070/CP1g682/CP6g5890/CP9g7739/CP14g9476/CP3g2830/CP3g2773/CP5g4996/CP2g2103/CP12g8782/CP13g9206/CP1g259/CP6g5607/CP1g1189/CP13g9017/CP3g3382/CP10g8494/CP1g1152/CP2g2496/CP10g8482/CP1g646/CP4g3959"	23
"ko00910"	"Nitrogen metabolism"	"15/927"	"31/3833"	0.00280507089105582	0.0372211329774715	0.0348646462977384	"CP7g6693/CP14g9661/CP14g9664/CP10g8540/CP14g9663/CP2g2180/CP6g5616/CP6g5615/CP2g2179/CP3g3106/CP4g4051/CP1g963/CP4g3717/CP1g782/CP2g2403"	15
"ko02026"	"Biofilm formation - Escherichia coli"	"7/927"	"11/3833"	0.00614199165105753	0.0784810044301796	0.0735123367202597	"CP1g869/CP3g3143/CP4g3943/CP3g3483/CP3g2966/CP11g8068/CP5g4893"	7
"ko00020"	"Citrate cycle (TCA cycle)"	"19/927"	"47/3833"	0.00965863956357423	0.115839993935555	0.10850611178708	"CP2g2275/CP3g2758/CP12g8877/CP14g9537/CP16g10119/CP14g9476/CP2g1798/CP3g2830/CP2g2291/CP9g7627/CP1g81/CP4g4524/CP1g1530/CP11g7949/CP10g8412/CP4g4188/CP3g3382/CP10g8482/CP13g9226"	19
"ko00062"	"Fatty acid elongation"	"9/927"	"17/3833"	0.00973727485255391	0.115839993935555	0.10850611178708	"CP2g2099/CP2g2098/CP2g2114/CP1g174/CP16g10091/CP5g5361/CP11g7958/CP13g9047/CP15g9776"	9
"ko00480"	"Glutathione metabolism"	"21/927"	"55/3833"	0.0139766764749127	0.160731779461496	0.150555778168358	"CP2g2371/CP6g5801/CP4g4323/CP6g5829/CP6g5569/CP1g160/CP13g9066/CP1g81/CP12g8699/CP2g2247/CP2g2571/CP5g5124/CP10g8412/CP4g3585/CP5g4733/CP7g6932/CP15g9764/CP1g912/CP2g2243/CP1g1515/CP2g1989"	21
"ko04112"	"Cell cycle - Caulobacter"	"7/927"	"13/3833"	0.0201209441958401	0.223926637018221	0.20974974085307	"CP12g8789/CP12g8987/CP16g10088/CP8g6394/CP9g7351/CP11g7755/CP3g2855"	7
"ko00500"	"Starch and sucrose metabolism"	"23/927"	"65/3833"	0.0271654746845928	0.289775378241792	0.271429568635332	"CP4g4159/CP1g869/CP2g1561/CP1g619/CP3g3143/CP1g1104/CP15g9930/CP4g3943/CP3g3415/CP3g3483/CP4g3594/CP6g6060/CP10g8323/CP3g2966/CP11g8068/CP2g1952/CP14g9350/CP7g6953/CP4g4298/CP3g3264/CP1g1455/CP11g7789/CP5g4893"	23
"ko00330"	"Arginine and proline metabolism"	"17/927"	"45/3833"	0.0285575735078867	0.289775378241792	0.271429568635332	"CP2g1757/CP4g3678/CP3g3091/CP11g8223/CP6g5569/CP1g1409/CP2g2333/CP14g9617/CP13g9206/CP14g9505/CP1g103/CP3g3525/CP8g6403/CP14g9503/CP13g9099/CP1g1205/CP3g3123"	17
"ko04723"	"Retrograde endocannabinoid signaling"	"17/927"	"45/3833"	0.0285575735078867	0.289775378241792	0.271429568635332	"CP2g1876/CP4g4392/CP1g819/CP1g698/CP6g6064/CP7g6993/CP14g9590/CP5g4722/CP14g9429/CP6g5851/CP1g442/CP5g4620/CP2g1838/CP2g2270/CP8g6247/CP8g6363/CP10g8650"	17
"ko00010"	"Glycolysis / Gluconeogenesis"	"31/927"	"95/3833"	0.0369676231651378	0.359567239332741	0.336802875591614	"CP2g2275/CP3g3075/CP2g1874/CP5g5070/CP12g8877/CP14g9537/CP6g5890/CP12g8974/CP9g7739/CP3g2830/CP5g4996/CP2g2103/CP9g7627/CP10g8398/CP4g4524/CP1g259/CP11g7949/CP4g4298/CP3g2759/CP3g2827/CP1g1525/CP13g9017/CP10g8494/CP1g646/CP4g3959/CP8g6637/CP11g7771/CP4g4413/CP13g9099/CP9g7414/CP1g1205"	31
"ko03040"	"Spliceosome"	"45/927"	"146/3833"	0.0375200597564599	0.359567239332741	0.336802875591614	"CP14g9583/CP5g5068/CP8g6399/CP3g2771/CP4g4262/CP7g7192/CP1g72/CP16g10065/CP3g2662/CP3g2663/CP11g7915/CP14g9549/CP7g7190/CP3g3507/CP3g2872/CP4g4462/CP2g2366/CP4g3779/CP4g3605/CP4g4249/CP8g6456/CP14g9578/CP1g775/CP9g7560/CP1g988/CP4g3806/CP12g8847/CP2g2515/CP4g4269/CP5g4865/CP2g2237/CP11g7842/CP9g7744/CP9g7626/CP4g3861/CP4g3592/CP1g389/CP3g2600/CP13g9236/CP4g4398/CP10g8610/CP5g4982/CP9g7576/CP2g1794/CP2g1784"	45
"ko04940"	NA	"3/927"	"4/3833"	0.046230832918175	0.431071279912713	0.403779963182923	"CP11g7887/CP1g1040/CP10g8498"	3
"ko00980"	"Metabolism of xenobiotics by cytochrome P450"	"7/927"	"15/3833"	0.0477893299657766	0.433876811531393	0.406407875332228	"CP2g2371/CP4g4323/CP6g5829/CP8g6457/CP3g2759/CP2g2243/CP1g1515"	7
"ko04146"	"Peroxisome"	"27/927"	"83/3833"	0.0511225244237886	0.452237716056591	0.423606342728829	"CP1g960/CP6g5788/CP12g8964/CP5g5285/CP9g7228/CP6g5773/CP1g627/CP4g3726/CP3g2747/CP12g8879/CP5g4861/CP6g5547/CP8g6559/CP1g81/CP8g6436/CP1g1297/CP3g2881/CP3g3299/CP10g8412/CP3g2762/CP1g1398/CP12g8799/CP12g8800/CP5g5137/CP1g491/CP2g2412/CP3g3472"	27
"ko04711"	"Circadian rhythm - fly"	"2/927"	"2/3833"	0.0584421791420185	0.50406379509991	0.472151289384202	"CP3g3067/CP7g7212"	2
"ko00053"	"Ascorbate and aldarate metabolism"	"12/927"	"32/3833"	0.0640817300793701	0.53873346962306	0.504626011210617	"CP5g5391/CP1g160/CP9g7231/CP1g665/CP5g5124/CP4g4403/CP8g6549/CP1g297/CP13g9099/CP9g7414/CP14g9420/CP1g1205"	12
"ko04213"	"Longevity regulating pathway - multiple species"	"14/927"	"39/3833"	0.0672872983415938	0.53873346962306	0.504626011210617	"CP3g2767/CP2g1806/CP1g627/CP5g4955/CP6g5547/CP1g1297/CP9g7626/CP4g4361/CP15g9862/CP9g7576/CP4g3654/CP4g3655/CP2g1784/CP3g3472"	14
"ko05204"	NA	"7/927"	"16/3833"	0.067758942060334	0.53873346962306	0.504626011210617	"CP2g2371/CP4g4323/CP6g5829/CP8g6457/CP3g2759/CP2g2243/CP1g1515"	7
"ko04340"	"Hedgehog signaling pathway"	"5/927"	"10/3833"	0.0687080367055497	0.53873346962306	0.504626011210617	"CP3g3067/CP9g7350/CP7g7212/CP8g6603/CP7g6846"	5
"ko02020"	"Two-component system"	"10/927"	"26/3833"	0.0745873305452649	0.571836200847031	0.535632993623306	"CP15g9727/CP3g3554/CP7g6797/CP7g6693/CP3g3239/CP7g6953/CP9g7689/CP1g1455/CP3g3106/CP1g963"	10
"ko05160"	NA	"7/927"	"17/3833"	0.0920091767945996	0.690068825959497	0.646380258030711	"CP1g1318/CP4g4075/CP7g7212/CP7g6797/CP3g3434/CP3g3506/CP9g7625"	7
"ko04392"	"Hippo signaling pathway - multiple species"	"3/927"	"5/3833"	0.094968511405863	0.697109285851547	0.65297498323852	"CP3g3202/CP3g3067/CP1g446"	3
"ko00982"	"Drug metabolism - cytochrome P450"	"6/927"	"14/3833"	0.0974596745762129	0.700491411016531	0.656142984537223	"CP2g2371/CP4g4323/CP6g5829/CP3g2759/CP2g2243/CP1g1515"	6
"ko04973"	"Carbohydrate digestion and absorption"	"4/927"	"8/3833"	0.102614006753287	0.722486374079266	0.676745436589885	"CP2g1650/CP15g9930/CP2g1952/CP3g3264"	4
"ko05418"	NA	"19/927"	"60/3833"	0.11450422227611	0.783034642997463	0.733460367353841	"CP2g2371/CP4g4323/CP6g5829/CP6g6147/CP4g3673/CP6g6142/CP10g8367/CP3g3066/CP12g8687/CP2g2033/CP2g2085/CP10g8361/CP15g9862/CP15g9963/CP1g941/CP12g8691/CP12g8683/CP2g2243/CP1g1515"	19
"ko00380"	"Tryptophan metabolism"	"10/927"	"28/3833"	0.115752947225712	0.783034642997463	0.733460367353841	"CP2g2099/CP2g2098/CP16g10119/CP4g4088/CP6g5547/CP9g7627/CP10g8587/CP13g9099/CP3g3472/CP1g1205"	10
"ko04931"	NA	"11/927"	"32/3833"	0.12769461717203	0.818543150201103	0.766720814986236	"CP3g2767/CP7g7212/CP3g3143/CP2g1806/CP9g7683/CP4g3943/CP5g4955/CP15g9862/CP1g624/CP1g932/CP1g1355"	11
"ko00750"	"Vitamin B6 metabolism"	"6/927"	"15/3833"	0.130573237649837	0.818543150201103	0.766720814986236	"CP4g4460/CP2g2316/CP11g7876/CP9g7701/CP1g46/CP3g2768"	6
"ko04612"	"Antigen processing and presentation"	"8/927"	"22/3833"	0.13907492014037	0.818543150201103	0.766720814986236	"CP3g3354/CP1g1312/CP9g7626/CP2g2033/CP2g2085/CP1g1102/CP9g7576/CP2g1784"	8
"ko04214"	"Apoptosis - fly"	"10/927"	"29/3833"	0.140267425637492	0.818543150201103	0.766720814986236	"CP7g6797/CP1g372/CP3g3505/CP3g3464/CP9g7241/CP3g2744/CP8g6179/CP2g1733/CP13g9223/CP11g7790"	10
"ko04341"	"Hedgehog signaling pathway - fly"	"5/927"	"12/3833"	0.140930995100523	0.818543150201103	0.766720814986236	"CP6g6020/CP3g3067/CP9g7350/CP7g7212/CP8g6603"	5
"ko00332"	"Carbapenem biosynthesis"	"2/927"	"3/3833"	0.147104655042152	0.818543150201103	0.766720814986236	"CP14g9505/CP14g9503"	2
"ko00903"	"Limonene and pinene degradation"	"2/927"	"3/3833"	0.147104655042152	0.818543150201103	0.766720814986236	"CP13g9099/CP1g1205"	2
"ko00981"	"Insect hormone biosynthesis"	"2/927"	"3/3833"	0.147104655042152	0.818543150201103	0.766720814986236	"CP13g9099/CP1g1205"	2
"ko04080"	"Neuroactive ligand-receptor interaction"	"2/927"	"3/3833"	0.147104655042152	0.818543150201103	0.766720814986236	"CP3g3464/CP3g2744"	2
"ko00030"	"Pentose phosphate pathway"	"13/927"	"40/3833"	0.147363278501776	0.818543150201103	0.766720814986236	"CP1g682/CP9g7739/CP1g1086/CP13g9066/CP15g9721/CP2g2103/CP3g3184/CP4g4298/CP3g2827/CP1g1525/CP1g1189/CP10g8494/CP2g2496"	13
"ko00040"	"Pentose and glucuronate interconversions"	"7/927"	"19/3833"	0.152826165780116	0.818543150201103	0.766720814986236	"CP5g5391/CP15g9727/CP1g682/CP1g1456/CP11g7789/CP9g7414/CP1g129"	7
"ko04210"	"Apoptosis"	"7/927"	"19/3833"	0.152826165780116	0.818543150201103	0.766720814986236	"CP1g1318/CP1g207/CP7g6797/CP8g6179/CP5g5296/CP2g2033/CP11g7790"	7
