"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"ko04146"	"Peroxisome"	"27/759"	"83/3833"	0.00388413449990808	0.0904448462121453	0.086151855449089	"CP1g960/CP6g5788/CP12g8964/CP2g2223/CP4g4049/CP9g7228/CP6g5773/CP1g627/CP4g3726/CP3g2747/CP12g8879/CP5g4861/CP6g5547/CP8g6559/CP1g81/CP8g6436/CP1g1297/CP3g2881/CP3g3299/CP10g8399/CP3g2762/CP1g1398/CP12g8799/CP12g8800/CP1g491/CP2g2412/CP3g3472"	27
"ko05020"	NA	"39/759"	"132/3833"	0.00417640114061762	0.0907671181227562	0.0864588306303296	"CP1g1318/CP2g1876/CP4g4392/CP1g698/CP3g2962/CP6g6064/CP10g8501/CP10g8411/CP1g207/CP7g6795/CP14g9590/CP11g7808/CP5g4722/CP5g4887/CP1g1296/CP14g9429/CP10g8506/CP6g5851/CP8g6286/CP2g1801/CP13g9299/CP1g442/CP3g3239/CP5g4620/CP2g1798/CP8g6247/CP4g3864/CP2g2291/CP1g1530/CP6g5613/CP7g6694/CP9g7626/CP5g4961/CP6g5913/CP8g6363/CP9g7576/CP2g1784/CP6g6138/CP6g5912"	39
"ko04714"	"Thermogenesis"	"35/759"	"116/3833"	0.0044888415578625	0.0914601467414484	0.0871189644453577	"CP2g1876/CP4g4392/CP1g698/CP3g2962/CP2g2223/CP6g6064/CP10g8411/CP13g8998/CP14g9590/CP1g295/CP6g5773/CP5g4722/CP11g7938/CP1g1296/CP2g1806/CP14g9429/CP5g4572/CP10g8506/CP6g5851/CP8g6286/CP2g1801/CP13g9299/CP1g442/CP3g3239/CP5g4620/CP2g1798/CP5g4955/CP8g6247/CP2g2291/CP1g1530/CP7g6694/CP15g9862/CP3g2881/CP8g6363/CP10g8650"	35
"ko05415"	NA	"32/759"	"105/3833"	0.00546090696860986	0.104720921868636	0.0997503130489108	"CP2g1876/CP4g4392/CP1g698/CP3g2962/CP6g6064/CP5g4661/CP7g6795/CP14g9590/CP5g4722/CP1g1296/CP14g9429/CP9g7683/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP3g3239/CP5g4620/CP2g1798/CP12g8889/CP14g9591/CP5g4996/CP8g6247/CP2g2291/CP1g1530/CP7g6694/CP10g8566/CP6g5913/CP8g6363/CP4g3786/CP6g5912"	32
"ko04112"	"Cell cycle - Caulobacter"	"7/759"	"13/3833"	0.00652194108579816	0.118119599665011	0.112513018731606	"CP12g8789/CP12g8987/CP16g10088/CP8g6394/CP9g7351/CP11g7755/CP3g2855"	7
"ko04075"	"Plant hormone signal transduction"	"19/759"	"55/3833"	0.00709525106049216	0.121739570827392	0.115961166916631	"CP3g2972/CP7g7020/CP6g5432/CP1g478/CP9g7501/CP8g6445/CP5g4626/CP3g2753/CP9g7316/CP7g7013/CP1g932/CP1g1437/CP9g7570/CP5g5367/CP13g9103/CP5g5100/CP8g6412/CP4g3768/CP13g9095"	19
"ko00910"	"Nitrogen metabolism"	"12/759"	"31/3833"	0.0114483219981638	0.18660764857007	0.177750262603069	"CP7g6693/CP14g9661/CP14g9664/CP10g8540/CP14g9663/CP10g8243/CP6g5615/CP6g5937/CP3g3106/CP4g4051/CP4g3717/CP1g782"	12
"ko04213"	"Longevity regulating pathway - multiple species"	"14/759"	"39/3833"	0.0136976307917874	0.212639411339176	0.202546420229438	"CP13g8998/CP2g1806/CP1g627/CP5g4955/CP6g5547/CP1g1297/CP9g7626/CP4g4361/CP15g9862/CP9g7576/CP4g3654/CP4g3655/CP2g1784/CP3g3472"	14
"ko00710"	"Carbon fixation in photosynthetic organisms"	"18/759"	"55/3833"	0.0157994555802886	0.234119205417004	0.22300666967393	"CP3g2758/CP11g7978/CP5g5070/CP1g682/CP9g7739/CP14g9476/CP3g2830/CP3g2773/CP5g4996/CP12g8782/CP13g9206/CP4g3599/CP6g5607/CP1g1189/CP1g1152/CP10g8482/CP14g9675/CP4g3959"	18
"ko05022"	NA	"48/759"	"182/3833"	0.0166586003009104	0.236117552091165	0.224910164245701	"CP1g1318/CP2g1876/CP4g4392/CP1g698/CP3g2962/CP3g3067/CP6g6064/CP3g2885/CP10g8501/CP1g719/CP1g207/CP7g6795/CP14g9590/CP5g4722/CP5g4887/CP1g1296/CP14g9429/CP10g8506/CP3g3154/CP10g8242/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP2g1798/CP4g3785/CP6g5547/CP8g6247/CP4g3864/CP2g2291/CP4g4192/CP10g8367/CP1g1530/CP8g6553/CP6g5613/CP7g6694/CP3g3101/CP5g4961/CP6g5913/CP8g6363/CP6g6138/CP6g5912/CP2g2226/CP3g3472/CP2g1989"	48
"ko00330"	"Arginine and proline metabolism"	"15/759"	"45/3833"	0.0223032442829022	0.290834305449044	0.27702977109289	"CP2g1757/CP4g3678/CP3g3091/CP11g8223/CP6g5569/CP2g2333/CP1g634/CP14g9617/CP13g9206/CP14g9505/CP1g103/CP8g6403/CP14g9503/CP1g1205/CP3g3123"	15
"ko04723"	"Retrograde endocannabinoid signaling"	"15/759"	"45/3833"	0.0223032442829022	0.290834305449044	0.27702977109289	"CP2g1876/CP4g4392/CP1g698/CP6g6064/CP14g9590/CP5g4722/CP14g9429/CP5g4572/CP6g5851/CP1g442/CP5g4620/CP2g2270/CP8g6247/CP8g6363/CP10g8650"	15
"ko05010"	NA	"37/759"	"137/3833"	0.0232259805649395	0.291218064006549	0.277395314439561	"CP1g1318/CP2g1876/CP4g4392/CP1g698/CP3g2962/CP3g3067/CP6g6064/CP10g8501/CP1g207/CP7g6795/CP14g9590/CP5g4722/CP5g4887/CP1g1296/CP14g9429/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP2g1798/CP5g4996/CP8g6247/CP4g3864/CP2g2291/CP10g8367/CP1g1530/CP6g5613/CP7g6694/CP5g4961/CP6g5913/CP8g6363/CP6g6138/CP6g5912"	37
"ko04940"	NA	"3/759"	"4/3833"	0.0263759845978638	0.312018254899676	0.297208218260912	"CP11g7887/CP1g1040/CP10g8498"	3
"ko00250"	"Alanine, aspartate and glutamate metabolism"	"14/759"	"42/3833"	0.0267991139177636	0.312018254899676	0.297208218260912	"CP11g8223/CP7g6693/CP3g2747/CP4g3662/CP14g9617/CP13g9206/CP1g159/CP8g6264/CP2g1992/CP1g103/CP3g3106/CP3g2762/CP1g1152/CP4g4051"	14
"ko03320"	"PPAR signaling pathway"	"11/759"	"32/3833"	0.0378483358199902	0.425467499217821	0.405272561411873	"CP3g3031/CP2g2223/CP6g5773/CP5g4861/CP2g2390/CP3g2881/CP3g3299/CP10g8399/CP1g511/CP5g4707/CP2g2226"	11
"ko00620"	"Pyruvate metabolism"	"23/759"	"82/3833"	0.0437762050070942	0.475701427743757	0.453122122003256	"CP2g2275/CP2g1874/CP3g2758/CP6g6080/CP14g9476/CP3g2830/CP3g2773/CP3g2605/CP3g3448/CP11g8059/CP6g5886/CP14g9695/CP4g4439/CP3g2924/CP10g8482/CP3g2748/CP7g6699/CP14g9675/CP4g3959/CP7g6698/CP4g4413/CP9g7414/CP1g1205"	23
"ko04626"	"Plant-pathogen interaction"	"20/759"	"70/3833"	0.0483008173929821	0.507937628068134	0.483828221763318	"CP4g4415/CP3g3222/CP1g8/CP4g3663/CP7g6746/CP6g5577/CP4g4102/CP10g8367/CP2g2085/CP2g1603/CP3g3249/CP13g9282/CP7g7113/CP5g5229/CP3g3224/CP13g9249/CP3g3480/CP4g4087/CP3g3479/CP4g3768"	20
"ko00930"	"Caprolactam degradation"	"4/759"	"9/3833"	0.0828047217051393	0.764039882526072	0.727774508702587	"CP2g2099/CP2g2098/CP14g9695/CP9g7414"	4
"ko00053"	"Ascorbate and aldarate metabolism"	"10/759"	"32/3833"	0.0842023396464403	0.764039882526072	0.727774508702587	"CP5g5391/CP1g160/CP9g7231/CP1g665/CP14g9695/CP4g4403/CP8g6549/CP9g7414/CP14g9420/CP1g1205"	10
"ko00071"	"Fatty acid degradation"	"10/759"	"32/3833"	0.0842023396464403	0.764039882526072	0.727774508702587	"CP2g2099/CP2g2223/CP6g5773/CP2g2098/CP5g4861/CP8g6513/CP3g2881/CP3g3299/CP10g8399/CP1g1205"	10
"ko04068"	"FoxO signaling pathway"	"10/759"	"32/3833"	0.0842023396464403	0.764039882526072	0.727774508702587	"CP3g3067/CP13g8998/CP2g1806/CP1g627/CP5g4955/CP4g3785/CP6g5547/CP1g1297/CP15g9862/CP3g3472"	10
"ko04920"	"Adipocytokine signaling pathway"	"8/759"	"24/3833"	0.0843725023648423	0.764039882526072	0.727774508702587	"CP2g2223/CP13g8998/CP6g5773/CP2g1806/CP7g7126/CP5g4955/CP15g9862/CP3g2881"	8
"ko04211"	"Longevity regulating pathway"	"12/759"	"41/3833"	0.0951453084186402	0.838307312012884	0.798516813186312	"CP3g2793/CP10g8411/CP13g8998/CP2g1806/CP1g627/CP2g1801/CP7g7126/CP5g4955/CP6g5547/CP1g1297/CP15g9862/CP3g3472"	12
"ko00332"	"Carbapenem biosynthesis"	"2/759"	"3/3833"	0.102028507214611	0.875297193472712	0.833750959232968	"CP14g9505/CP14g9503"	2
"ko00220"	"Arginine biosynthesis"	"10/759"	"34/3833"	0.118250036337744	0.963191681361113	0.917473509853175	"CP3g2874/CP3g3175/CP7g6693/CP13g9206/CP1g103/CP3g3106/CP1g1152/CP4g4051/CP14g9669/CP5g4594"	10
"ko00020"	"Citrate cycle (TCA cycle)"	"13/759"	"47/3833"	0.121758158521036	0.963191681361113	0.917473509853175	"CP2g2275/CP3g2758/CP16g10119/CP14g9476/CP2g1798/CP3g2830/CP2g2291/CP1g81/CP1g1530/CP8g6223/CP10g8482/CP14g9675/CP5g5149"	13
"ko02020"	"Two-component system"	"8/759"	"26/3833"	0.124893731889374	0.963191681361113	0.917473509853175	"CP15g9727/CP3g3554/CP7g6693/CP3g3239/CP7g6953/CP9g7689/CP1g1455/CP3g3106"	8
"ko00940"	"Phenylpropanoid biosynthesis"	"5/759"	"14/3833"	0.125220711823486	0.963191681361113	0.917473509853175	"CP14g9607/CP7g6959/CP12g8750/CP3g2742/CP15g9764"	5
"ko04612"	"Antigen processing and presentation"	"7/759"	"22/3833"	0.127046755516957	0.963191681361113	0.917473509853175	"CP3g3354/CP9g7626/CP2g2033/CP2g2085/CP1g1102/CP9g7576/CP2g1784"	7
"ko05016"	NA	"37/759"	"157/3833"	0.134950857784555	0.999863173585563	0.952404379101521	"CP2g1876/CP4g4392/CP1g698/CP3g2962/CP6g6064/CP1g207/CP7g6795/CP14g9590/CP5g4722/CP5g4887/CP1g1296/CP6g5767/CP14g9429/CP1g627/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP2g1798/CP8g6247/CP4g3864/CP2g2291/CP1g1297/CP1g1530/CP8g6553/CP6g5613/CP7g6694/CP5g4961/CP6g5913/CP8g6363/CP6g6138/CP6g5912/CP2g1989"	37
"ko04391"	"Hippo signaling pathway - fly"	"3/759"	"7/3833"	0.144457328337309	0.999999192608225	0.952533941941964	"CP4g4075/CP3g3067/CP3g3434"	3
"ko01040"	"Biosynthesis of unsaturated fatty acids"	"7/759"	"23/3833"	0.153112217489449	0.999999192608225	0.952533941941964	"CP3g3031/CP6g5487/CP6g5488/CP5g4861/CP3g3299/CP10g8399/CP11g7888"	7
"ko02026"	"Biofilm formation - Escherichia coli"	"4/759"	"11/3833"	0.156483941711181	0.999999192608225	0.952533941941964	"CP1g869/CP8g6660/CP3g2966/CP11g8068"	4
"ko05410"	NA	"4/759"	"11/3833"	0.156483941711181	0.999999192608225	0.952533941941964	"CP13g8998/CP2g1806/CP5g4955/CP15g9862"	4
"ko00040"	"Pentose and glucuronate interconversions"	"6/759"	"19/3833"	0.156904650675147	0.999999192608225	0.952533941941964	"CP5g5391/CP15g9727/CP1g682/CP14g9695/CP1g1456/CP9g7414"	6
"ko00750"	"Vitamin B6 metabolism"	"5/759"	"15/3833"	0.158749189067658	0.999999192608225	0.952533941941964	"CP4g4460/CP11g7834/CP11g7876/CP1g46/CP3g2768"	5
"ko00860"	"Porphyrin and chlorophyll metabolism"	"16/759"	"63/3833"	0.166608789636827	0.999999192608225	0.952533941941964	"CP6g5493/CP7g7010/CP15g9794/CP3g2590/CP10g8255/CP1g1016/CP11g8047/CP13g9007/CP11g7866/CP1g217/CP5g4879/CP7g7072/CP8g6318/CP2g1825/CP8g6404/CP6g5618"	16
"ko02040"	"Flagellar assembly"	"2/759"	"4/3833"	0.177681029831357	0.999999192608225	0.952533941941964	"CP2g1877/CP2g2302"	2
"ko05014"	NA	"43/759"	"190/3833"	0.18041295458858	0.999999192608225	0.952533941941964	"CP1g1318/CP2g1876/CP4g4392/CP1g698/CP3g2962/CP6g6064/CP1g207/CP14g9590/CP14g9549/CP5g4722/CP1g475/CP5g4887/CP1g1296/CP14g9429/CP2g2366/CP10g8506/CP6g5851/CP8g6286/CP13g9299/CP1g442/CP2g2361/CP3g3239/CP5g4620/CP5g4809/CP2g1798/CP4g3785/CP6g5547/CP8g6247/CP4g3864/CP2g2291/CP4g4192/CP1g1530/CP8g6553/CP6g5613/CP7g6694/CP3g3101/CP5g4961/CP6g5705/CP13g9236/CP8g6363/CP6g6138/CP3g3472/CP2g1989"	43
"ko05417"	NA	"14/759"	"55/3833"	0.184853542665459	0.999999192608225	0.952533941941964	"CP1g1318/CP1g8/CP11g7887/CP1g627/CP1g1297/CP10g8367/CP9g7626/CP2g2085/CP1g1040/CP1g1102/CP3g2916/CP10g8498/CP9g7576/CP2g1784"	14
"ko05418"	NA	"15/759"	"60/3833"	0.193716310879164	0.999999192608225	0.952533941941964	"CP2g2371/CP3g2653/CP1g8/CP4g4323/CP6g6147/CP6g6142/CP8g6374/CP10g8367/CP3g3066/CP2g2033/CP2g2085/CP10g8361/CP15g9862/CP12g8691/CP3g2643"	15
"ko00523"	"Polyketide sugar unit biosynthesis"	"1/759"	"1/3833"	0.198017218888599	0.999999192608225	0.952533941941964	"CP15g9775"	1
"ko01051"	"Biosynthesis of ansamycins"	"1/759"	"1/3833"	0.198017218888599	0.999999192608225	0.952533941941964	"CP1g1189"	1
"ko01503"	NA	"1/759"	"1/3833"	0.198017218888599	0.999999192608225	0.952533941941964	"CP4g3712"	1
"ko04973"	"Carbohydrate digestion and absorption"	"3/759"	"8/3833"	0.198557172422662	0.999999192608225	0.952533941941964	"CP2g1650/CP2g1952/CP3g3264"	3
"ko04390"	"Hippo signaling pathway"	"4/759"	"12/3833"	0.199905376942885	0.999999192608225	0.952533941941964	"CP4g4075/CP3g3067/CP9g7683/CP3g3434"	4
"ko00900"	"Terpenoid backbone biosynthesis"	"10/759"	"38/3833"	0.205330974658299	0.999999192608225	0.952533941941964	"CP11g7886/CP10g8255/CP6g6105/CP9g7624/CP11g7749/CP1g900/CP1g511/CP10g8425/CP1g217/CP6g6074"	10
"ko05168"	NA	"12/759"	"47/3833"	0.205889000908468	0.999999192608225	0.952533941941964	"CP1g1318/CP1g65/CP14g9549/CP9g7683/CP4g4462/CP2g2366/CP8g6666/CP4g4512/CP6g5896/CP13g9236/CP4g4398/CP3g2916"	12
"ko04216"	"Ferroptosis"	"6/759"	"21/3833"	0.222988298993636	0.999999192608225	0.952533941941964	"CP2g2223/CP7g6795/CP6g5773/CP5g5005/CP3g2881/CP11g8039"	6
"ko04530"	"Tight junction"	"8/759"	"30/3833"	0.229788201133705	0.999999192608225	0.952533941941964	"CP13g8998/CP1g207/CP2g1806/CP5g4955/CP3g3434/CP15g9862/CP1g1102/CP1g104"	8
"ko00290"	"Valine, leucine and isoleucine biosynthesis"	"5/759"	"17/3833"	0.234698728093061	0.999999192608225	0.952533941941964	"CP8g6597/CP2g2303/CP3g2605/CP3g3245/CP10g8611"	5
"ko04710"	"Circadian rhythm"	"5/759"	"17/3833"	0.234698728093061	0.999999192608225	0.952533941941964	"CP3g3067/CP13g8998/CP2g1806/CP5g4955/CP15g9862"	5
"ko00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"7/759"	"26/3833"	0.243688735521371	0.999999192608225	0.952533941941964	"CP7g7133/CP4g4157/CP6g5903/CP4g3957/CP4g3958/CP13g9206/CP1g103"	7
"ko00531"	"Glycosaminoglycan degradation"	"2/759"	"5/3833"	0.25860887852245	0.999999192608225	0.952533941941964	"CP7g7084/CP8g6427"	2
"ko04392"	"Hippo signaling pathway - multiple species"	"2/759"	"5/3833"	0.25860887852245	0.999999192608225	0.952533941941964	"CP3g3202/CP3g3067"	2
"ko00480"	"Glutathione metabolism"	"13/759"	"55/3833"	0.283886770682711	0.999999192608225	0.952533941941964	"CP2g2371/CP4g4323/CP6g5569/CP1g160/CP14g9591/CP13g9066/CP1g81/CP8g6374/CP8g6553/CP7g6932/CP15g9764/CP1g912/CP2g1989"	13
"ko04371"	"Apelin signaling pathway"	"8/759"	"32/3833"	0.291159571042558	0.999999192608225	0.952533941941964	"CP13g8998/CP11g7938/CP2g1806/CP5g4955/CP4g3785/CP10g8367/CP15g9862/CP2g2367"	8
"ko04923"	"Regulation of lipolysis in adipocytes"	"4/759"	"14/3833"	0.29481707552613	0.999999192608225	0.952533941941964	"CP5g4572/CP8g6270/CP9g7335/CP10g8650"	4
"ko00650"	"Butanoate metabolism"	"6/759"	"23/3833"	0.296326669670782	0.999999192608225	0.952533941941964	"CP2g2099/CP2g2098/CP2g2303/CP11g8059/CP1g511/CP8g6372"	6
"ko00500"	"Starch and sucrose metabolism"	"15/759"	"65/3833"	0.296830615154356	0.999999192608225	0.952533941941964	"CP4g4159/CP1g869/CP1g619/CP1g1104/CP8g6660/CP4g3594/CP3g2966/CP11g8068/CP2g1952/CP14g9350/CP7g6953/CP3g3264/CP1g1455/CP1g549/CP6g5578"	15
"ko04621"	"NOD-like receptor signaling pathway"	"13/759"	"56/3833"	0.307915072328273	0.999999192608225	0.952533941941964	"CP4g4075/CP3g2653/CP7g6795/CP6g6147/CP6g5577/CP4g3785/CP6g6142/CP3g3066/CP2g2085/CP10g8361/CP3g2916/CP12g8691/CP3g2643"	13
"ko00380"	"Tryptophan metabolism"	"7/759"	"28/3833"	0.311476250552629	0.999999192608225	0.952533941941964	"CP2g2099/CP2g2098/CP16g10119/CP4g4088/CP6g5547/CP3g3472/CP1g1205"	7
"ko04340"	"Hedgehog signaling pathway"	"3/759"	"10/3833"	0.316134471249972	0.999999192608225	0.952533941941964	"CP3g3067/CP9g7350/CP7g6846"	3
"ko02024"	"Quorum sensing"	"6/759"	"24/3833"	0.334629957537653	0.999999192608225	0.952533941941964	"CP2g2223/CP4g4157/CP6g5773/CP3g2881/CP6g5909/CP2g2073"	6
"ko00541"	"O-Antigen nucleotide sugar biosynthesis"	"2/759"	"6/3833"	0.33976399324631	0.999999192608225	0.952533941941964	"CP5g5391/CP2g1904"	2
"ko04976"	"Bile secretion"	"7/759"	"29/3833"	0.346627985845568	0.999999192608225	0.952533941941964	"CP2g1650/CP2g1606/CP3g2947/CP4g4410/CP3g2835/CP12g8702/CP15g9914"	7
"ko00906"	"Carotenoid biosynthesis"	"8/759"	"34/3833"	0.355914585176241	0.999999192608225	0.952533941941964	"CP8g6554/CP9g7740/CP14g9611/CP16g10041/CP16g10040/CP5g4922/CP1g671/CP8g6259"	8
"ko01523"	NA	"8/759"	"34/3833"	0.355914585176241	0.999999192608225	0.952533941941964	"CP1g422/CP2g1606/CP3g2947/CP12g8783/CP3g2835/CP5g4844/CP12g8702/CP15g9914"	8
"ko00073"	"Cutin, suberine and wax biosynthesis"	"1/759"	"2/3833"	0.35686506097199	0.999999192608225	0.952533941941964	"CP5g4674"	1
"ko00902"	"Monoterpenoid biosynthesis"	"1/759"	"2/3833"	0.35686506097199	0.999999192608225	0.952533941941964	"CP2g1620"	1
